owner;name;full_name;repo_url;api_url;default_branch;created_at;updated_at;has_pipeline;yaml_files_content
microsoft;gctoolkit;microsoft/gctoolkit;https://github.com/microsoft/gctoolkit;https://api.github.com/repos/microsoft/gctoolkit;main;21/07/2021 00:44;22/04/2024 10:34;TRUE;"# For most projects, this workflow file will not need changing; you simply need
# to commit it to your repository.
#
# You may wish to alter this file to override the set of languages analyzed,
# or to provide custom queries or build logic.
#
# ******** NOTE ********
# We have attempted to detect the languages in your repository. Please check
# the `language` matrix defined below to confirm you have the correct set of
# supported CodeQL languages.
#
name: ""CodeQL""

on:
  push:
    branches: [ main ]
  pull_request:
    # The branches below must be a subset of the branches above
    branches: [ main ]
  schedule:
    - cron: '32 17 * * 5'

jobs:
  analyze:
    name: Analyze
    runs-on: ubuntu-latest
    permissions:
      actions: read
      contents: read
      security-events: write

    strategy:
      fail-fast: false
      matrix:
        language: [ 'java' ]
        java: [11, 17, 21]
        # CodeQL supports [ 'cpp', 'csharp', 'go', 'java', 'javascript', 'python', 'ruby' ]
        # Learn more about CodeQL language support at https://git.io/codeql-language-support

    steps:
    - name: Checkout repository
      uses: actions/checkout@0ad4b8fadaa221de15dcec353f45205ec38ea70b # v4.1.4

    # Initializes the CodeQL tools for scanning.
    - name: Initialize CodeQL
      uses: github/codeql-action/init@v3
      with:
        languages: ${{ matrix.language }}
        # If you wish to specify custom queries, you can do so here or in a config file.
        # By default, queries listed here will override any specified in a config file.
        # Prefix the list here with ""+"" to use these queries and those in the config file.
        # queries: ./path/to/local/query, your-org/your-repo/queries@main

    # Autobuild attempts to build any compiled languages  (C/C++, C#, or Java).
    # If this step fails, then you should remove it and run the build manually (see below)
    # - name: Autobuild
    #  uses: github/codeql-action/autobuild@v2

    # ℹ️ Command-line programs to run using the OS shell.
    # 📚 https://git.io/JvXDl

    # ✏️ If the Autobuild fails above, remove it and uncomment the following three lines
    #    and modify them (or add more) to build your code if your project
    #    uses a compiled language

    #- run: |
    #   make bootstrap
    #   make release

    - name: Set up JDK ${{ matrix.java }}
      uses: actions/setup-java@99b8673ff64fbf99d8d325f52d9a5bdedb8483e9 # v4.2.1
      with:
        java-version: ${{ matrix.java }}
        distribution: 'microsoft'
        cache: 'maven'
        
    - name: Build with Maven
      run: ./mvnw -B verify -Dmaven.compiler.release=${{ matrix.java }} --file pom.xml 

    - name: Perform CodeQL Analysis
      uses: github/codeql-action/analyze@v3

---
name: GCToolKit Pre-release Notes

on:
  push:
    branches: [ main ]
    paths-ignore:
      - '**.md'

jobs:
  build:
    runs-on: ubuntu-latest
    if: startsWith(github.event.head_commit.message, '[maven-release-plugin]') != true

    steps:
    - uses: actions/checkout@0ad4b8fadaa221de15dcec353f45205ec38ea70b # v4.1.4

    - name: Set up JDK 11
      uses: actions/setup-java@99b8673ff64fbf99d8d325f52d9a5bdedb8483e9 # v4.2.1
      java-version: 11
      distribution: 'microsoft'
      cache: 'maven'
        
    - name: Build with Maven
      run: ./mvnw -B verify --file pom.xml

    - name: Git-release
      run: |
        ./mvnw -B -pl :gctoolkit -Pjreleaser jreleaser:release
      env:
        JRELEASER_GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}

---
name: GCToolKit build with Maven

on:
  workflow_dispatch:
  schedule:
    - cron: 0 0 * * *
  push:
    branches: [ main ]
    paths-ignore:
      - '**.md'    
  pull_request:
    branches: [ main ]
    paths-ignore:
      - '**.md'

jobs:
  build:
    runs-on: ubuntu-latest
    strategy:
      matrix:
        java: [11, 17, 21]

    steps:
    - uses: actions/checkout@0ad4b8fadaa221de15dcec353f45205ec38ea70b # v4.1.4

    - name: Set up JDK ${{ matrix.java }}
      uses: actions/setup-java@99b8673ff64fbf99d8d325f52d9a5bdedb8483e9 # v4.2.1
      with:
        java-version: ${{ matrix.java }}
        distribution: 'microsoft'
        cache: 'maven'
        
    - name: Build with Maven
      run: ./mvnw -B verify -Dmaven.compiler.release=${{ matrix.java }} --file pom.xml 

---
name: Publish to Maven Central

on:
  workflow_dispatch:

jobs:
  publish:

    runs-on: ubuntu-latest

    steps:
      - name: Checkout project
        uses: actions/checkout@0ad4b8fadaa221de15dcec353f45205ec38ea70b # v4.1.4
        with:
          ref: main
          fetch-depth: 0

      - name: Cache Maven
        uses: actions/cache@0c45773b623bea8c8e75f6c82b208c3cf94ea4f9 # v4.0.2
        with:
          path: ~/.m2/repository
          key: ${{ runner.os }}-m2-${{ hashFiles('**/pom.xml') }}
          restore-keys: ${{ runner.os }}-m2

      - name: Setup Java JDK
        uses: actions/setup-java@99b8673ff64fbf99d8d325f52d9a5bdedb8483e9 # v4.2.1
        with:
          java-version: '11'
          distribution: 'microsoft'
          server-id: ossrh
          server-username: MAVEN_USERNAME
          server-password: MAVEN_CENTRAL_TOKEN
          gpg-private-key: ${{ secrets.GPG_PRIVATEKEY }}
          gpg-passphrase: MAVEN_GPG_PASSPHRASE

      - name: Configure Git user
        run: |
          git config user.email ""actions@github.com""
          git config user.name ""GitHub Actions""

      - name: Version
        id: version
        run: |
          release_version=$(./mvnw help:evaluate -Dexpression=project.version -q -DforceStdout)
          release_version=${release_version%-*}
          echo ::set-output name=version::${release_version}
          
      - name: Release
        run: |
          export GPG_TTY=$(tty)
          ./mvnw -Darguments=""-Drelease=true"" -B release:prepare release:perform -Drelease=true \
            -Drepository.url=https://${{ github.actor }}:${{ secrets.GITHUB_TOKEN }}@github.com/${{ github.repository }}.git

        env:
          MAVEN_USERNAME: ${{ secrets.SONATYPE_NAME }}
          MAVEN_CENTRAL_TOKEN: ${{ secrets.SONATYPE_PASSWORD }}
          MAVEN_GPG_PASSPHRASE: ${{ secrets.GPG_PASSPHRASE }}

      - name: Git-release
        run: |
          ./mvnw -B versions:set -DnewVersion=${{steps.version.outputs.version}}
          ./mvnw -B -pl :gctoolkit -Pjreleaser jreleaser:release
        env:
          JRELEASER_GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
---
"
houbb;sensitive-word;houbb/sensitive-word;https://github.com/houbb/sensitive-word;https://api.github.com/repos/houbb/sensitive-word;master;07/01/2020 04:10;22/04/2024 11:22;FALSE;
projectdiscovery;nuclei-burp-plugin;projectdiscovery/nuclei-burp-plugin;https://github.com/projectdiscovery/nuclei-burp-plugin;https://api.github.com/repos/projectdiscovery/nuclei-burp-plugin;main;17/01/2022 11:31;22/04/2024 08:10;TRUE;"name: Java CI

on: [ push, workflow_dispatch ]

jobs:
  build:
    runs-on: ubuntu-latest

    steps:
      - uses: actions/checkout@v2

      - name: Set up JDK 11
        uses: actions/setup-java@v2
        with:
          java-version: '11'
          distribution: 'adopt'
      - name: Build with Maven
        run: mvn --batch-mode --update-snapshots verify

      - name: 'Upload Artifact'
        uses: actions/upload-artifact@v2
        with:
          name: nuclei-burp-plugin-SNAPSHOT-build
          path: target/nuclei-burp-plugin-1.1.3-SNAPSHOT-jar-with-dependencies.jar
---
"
Jarrettluo;all-docs;Jarrettluo/all-docs;https://github.com/Jarrettluo/all-docs;https://api.github.com/repos/Jarrettluo/all-docs;main;02/06/2022 17:12;22/04/2024 09:50;TRUE;"# This workflow will build a Java project with Maven, and cache/restore any dependencies to improve the workflow execution time
# For more information see: https://help.github.com/actions/language-and-framework-guides/building-and-testing-java-with-maven

name: Java CI with Maven

on:
  push:
    branches: [ ""main"" ]
  pull_request:
    branches: [ ""main"" ]

jobs:
  build:

    runs-on: ubuntu-latest

    steps:
    - uses: actions/checkout@v3
    - name: Set up JDK 8
      uses: actions/setup-java@v3
      with:
        java-version: '8'
        distribution: 'temurin'
        cache: maven
    - name: Build with Maven
      run: mvn -B package --file pom.xml

    - name: Publish Docker
      uses: elgohr/Publish-Docker-Github-Action@v5
      with:
        name: jarrettluo/all-docs
        username: ${{ secrets.DOCKER_USERNAME }}
        password: ${{ secrets.DOCKER_PWD }}
        tags: latest

---
"
phodal;migration;phodal/migration;https://github.com/phodal/migration;https://api.github.com/repos/phodal/migration;master;08/01/2020 03:11;12/04/2024 11:31;FALSE;
react-native-cookies;cookies;react-native-cookies/cookies;https://github.com/react-native-cookies/cookies;https://api.github.com/repos/react-native-cookies/cookies;master;09/01/2020 23:51;19/04/2024 12:28;FALSE;
bytedance;ByteX;bytedance/ByteX;https://github.com/bytedance/ByteX;https://api.github.com/repos/bytedance/ByteX;master;10/01/2020 13:20;19/04/2024 11:01;FALSE;
yuanguangxin;LeetCode;yuanguangxin/LeetCode;https://github.com/yuanguangxin/LeetCode;https://api.github.com/repos/yuanguangxin/LeetCode;master;11/01/2020 02:02;22/04/2024 03:26;FALSE;
yinjihuan;kitty;yinjihuan/kitty;https://github.com/yinjihuan/kitty;https://api.github.com/repos/yinjihuan/kitty;master;11/01/2020 07:57;16/04/2024 15:34;FALSE;
CloudExplorer-Dev;CloudExplorer-Lite;CloudExplorer-Dev/CloudExplorer-Lite;https://github.com/CloudExplorer-Dev/CloudExplorer-Lite;https://api.github.com/repos/CloudExplorer-Dev/CloudExplorer-Lite;main;29/07/2022 04:29;22/04/2024 10:53;TRUE;"on: [push, pull_request, release]

name: pull request handler

jobs:
  generic_handler:
    name: Generic handler for CloudExplorer Lite Repos
    runs-on: ubuntu-latest
    steps:
      - name: Add labels
        uses: jumpserver/action-generic-handler@master
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUBTOKEN }}

---
name: Issue Check Inactive

on:
  schedule:
    - cron: ""0 0 */15 * *""

jobs:
  issue-check-inactive:
    runs-on: ubuntu-latest
    steps:
      - name: check-inactive
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'check-inactive'
          inactive-label: 'Inactive'
          inactive-day: 30

---
name: Issue Close Require

on:
  schedule:
    - cron: ""0 0 * * *""

jobs:
  issue-close-require:
    runs-on: ubuntu-latest
    steps:
      - name: need reproduce
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'close-issues'
          labels: '状态:待用户反馈'
          inactive-day: 90
          body: |
            您超过 90 天未反馈信息，我们将关闭该 issue，如有需求您可以重新打开或者提交新的 issue。
      

---
on:
  issue_comment:
    types: [created]

name: Add issues workflow labels

jobs:
  add-label-if-is-author:
    runs-on: ubuntu-latest
    if: (github.event.issue.user.id == github.event.comment.user.id) && !github.event.issue.pull_request && (github.event.issue.state == 'open')
    steps:
      - name: Add require handle label
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'add-labels'
          labels: '状态:待处理'

      - name: Remove require reply label
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'remove-labels'
          labels: '状态:待用户反馈'

  add-label-if-not-author:
    runs-on: ubuntu-latest
    if: (github.event.issue.user.id != github.event.comment.user.id) && !github.event.issue.pull_request && (github.event.issue.state == 'open')
    steps:
      - name: Add require replay label
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'add-labels'
          labels: '状态:待用户反馈'

      - name: Remove require handle label
        uses: actions-cool/issues-helper@v2
        with:
          actions: 'remove-labels'
          labels: '状态:待处理'

---
on:
  schedule:
    - cron: ""0 9 * * 1-5""

name: Check untimely handle issues

jobs:
  check-untimely-handle-issues:
    runs-on: ubuntu-latest
    steps:
      - name: Check untimely issues and send msg
        uses: jumpserver/action-issues-alert@master
        with:
          hook: ${{ secrets.WECHAT_GROUP_WEB_HOOK }}
          type: untimely
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUBTOKEN }}

---
name: Issue Open Check

on:
  issues:
    types: [opened]

jobs:
  issue-open-add-labels:
    runs-on: ubuntu-latest
    steps:
      - name: Add labels
        uses: actions-cool/issues-helper@v2
        if: ${{ !github.event.comment.pull_request.pull_request }}
        with:
          actions: 'add-labels'
          labels: '状态:待处理'

---
on:
  schedule:
    - cron: ""0 1 * * *""

name: Check recent handle issues

jobs:
  check-recent-issues-not-handle:
    runs-on: ubuntu-latest
    steps:
      - name: Check recent issues and send msg
        uses: jumpserver/action-issues-alert@master
        with:
          hook: ${{ secrets.WECHAT_GROUP_WEB_HOOK }}
          type: recent
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUBTOKEN }}

---
name: sync2gitee
on: [push]

jobs:
  repo-sync:
    runs-on: ubuntu-latest
    steps:
      - name: Mirror the Github organization repos to Gitee.
        uses: Yikun/hub-mirror-action@master
        with:
          src: 'github/CloudExplorer-Dev'
          dst: 'gitee/fit2cloud-feizhiyun'
          dst_key: ${{ secrets.GITEE_PRIVATE_KEY }}
          dst_token:  ${{ secrets.GITEE_TOKEN }}
          static_list: ""CloudExplorer-Lite""
          force_update: true

---
"
tiann;Leoric;tiann/Leoric;https://github.com/tiann/Leoric;https://api.github.com/repos/tiann/Leoric;master;16/01/2020 07:06;22/04/2024 10:24;FALSE;
alibaba;SmartEngine;alibaba/SmartEngine;https://github.com/alibaba/SmartEngine;https://api.github.com/repos/alibaba/SmartEngine;master;17/01/2020 04:35;21/04/2024 14:10;FALSE;
yindz;common-random;yindz/common-random;https://github.com/yindz/common-random;https://api.github.com/repos/yindz/common-random;master;18/01/2020 11:09;15/04/2024 07:50;FALSE;
in28minutes;devops-master-class;in28minutes/devops-master-class;https://github.com/in28minutes/devops-master-class;https://api.github.com/repos/in28minutes/devops-master-class;master;20/01/2020 04:46;21/04/2024 22:36;FALSE;
BishopFox;GadgetProbe;BishopFox/GadgetProbe;https://github.com/BishopFox/GadgetProbe;https://api.github.com/repos/BishopFox/GadgetProbe;master;21/01/2020 20:45;31/03/2024 16:23;FALSE;
feihong-cs;ShiroExploit-Deprecated;feihong-cs/ShiroExploit-Deprecated;https://github.com/feihong-cs/ShiroExploit-Deprecated;https://api.github.com/repos/feihong-cs/ShiroExploit-Deprecated;master;23/01/2020 12:25;16/04/2024 10:31;FALSE;
krahets;hello-algo;krahets/hello-algo;https://github.com/krahets/hello-algo;https://api.github.com/repos/krahets/hello-algo;main;04/11/2022 12:08;22/04/2024 13:38;TRUE;"# This starter workflow is for a CMake project running on multiple platforms. There is a different starter workflow if you just want a single platform.
# See: https://github.com/actions/starter-workflows/blob/main/ci/cmake-single-platform.yml

name: C

on:
  push:
    branches: [""main""]
    paths: [""codes/c/**/*.c"", ""codes/c/**/*.h""]
  pull_request:
    branches: [""main""]
    paths: [""codes/c/**/*.c"", ""codes/c/**/*.h""]
  workflow_dispatch:

jobs:
  build:
    runs-on: ${{ matrix.os }}

    strategy:
      # Set fail-fast to false to ensure that feedback is delivered for all matrix combinations. Consider changing this to true when your workflow is stable.
      fail-fast: true

      # Set up a matrix to run the following 3 configurations:
      # 1. <Windows, Release, latest MSVC compiler toolchain on the default runner image, default generator>
      # 2. <Linux, Release, latest GCC compiler toolchain on the default runner image, default generator>
      # 3. <Linux, Release, latest Clang compiler toolchain on the default runner image, default generator>
      #
      # To add more build types (Release, Debug, RelWithDebInfo, etc.) customize the build_type list.
      matrix:
        os: [ubuntu-latest, windows-latest]
        build_type: [Release]
        c_compiler: [gcc, clang, cl]
        include:
          - os: windows-latest
            c_compiler: cl
            cpp_compiler: cl
          - os: ubuntu-latest
            c_compiler: gcc
            cpp_compiler: g++
          - os: ubuntu-latest
            c_compiler: clang
            cpp_compiler: clang++
        exclude:
          - os: windows-latest
            c_compiler: gcc
          - os: windows-latest
            c_compiler: clang
          - os: ubuntu-latest
            c_compiler: cl

    steps:
      - uses: actions/checkout@v4

      - name: Configure CMake
        # Configure CMake in a 'build' subdirectory. `CMAKE_BUILD_TYPE` is only required if you are using a single-configuration generator such as make.
        # See https://cmake.org/cmake/help/latest/variable/CMAKE_BUILD_TYPE.html?highlight=cmake_build_type
        run: >
          cmake -B ${{ github.workspace }}/codes/c/build
          -DCMAKE_CXX_COMPILER=${{ matrix.cpp_compiler }}
          -DCMAKE_C_COMPILER=${{ matrix.c_compiler }}
          -DCMAKE_BUILD_TYPE=${{ matrix.build_type }}
          -S ${{ github.workspace }}/codes/c

      - name: Build
        # Build your program with the given configuration. Note that --config is needed because the default Windows generator is a multi-config generator (Visual Studio generator).
        run: cmake --build ${{ github.workspace }}/codes/c/build --config ${{ matrix.build_type }}

      - name: Test
        working-directory: ${{ github.workspace }}/codes/c/build
        # Execute tests defined by the CMake configuration. Note that --build-config is needed because the default Windows generator is a multi-config generator (Visual Studio generator).
        # See https://cmake.org/cmake/help/latest/manual/ctest.1.html for more detail
        run: ctest --build-config ${{ matrix.build_type }}

---
# This starter workflow is for a CMake project running on multiple platforms. There is a different starter workflow if you just want a single platform.
# See: https://github.com/actions/starter-workflows/blob/main/ci/cmake-single-platform.yml

name: C++

on:
  push:
    branches: [""main""]
    paths: [""codes/cpp/**/*.cpp"", ""codes/cpp/**/*.hpp""]
  pull_request:
    branches: [""main""]
    paths: [""codes/cpp/**/*.cpp"", ""codes/cpp/**/*.hpp""]
  workflow_dispatch:

jobs:
  build:
    runs-on: ${{ matrix.os }}

    strategy:
      # Set fail-fast to false to ensure that feedback is delivered for all matrix combinations. Consider changing this to true when your workflow is stable.
      fail-fast: true

      # Set up a matrix to run the following 3 configurations:
      # 1. <Windows, Release, latest MSVC compiler toolchain on the default runner image, default generator>
      # 2. <Linux, Release, latest GCC compiler toolchain on the default runner image, default generator>
      # 3. <Linux, Release, latest Clang compiler toolchain on the default runner image, default generator>
      #
      # To add more build types (Release, Debug, RelWithDebInfo, etc.) customize the build_type list.
      matrix:
        os: [ubuntu-latest, windows-latest]
        build_type: [Release]
        c_compiler: [gcc, clang, cl]
        include:
          - os: windows-latest
            c_compiler: cl
            cpp_compiler: cl
          - os: ubuntu-latest
            c_compiler: gcc
            cpp_compiler: g++
          - os: ubuntu-latest
            c_compiler: clang
            cpp_compiler: clang++
        exclude:
          - os: windows-latest
            c_compiler: gcc
          - os: windows-latest
            c_compiler: clang
          - os: ubuntu-latest
            c_compiler: cl

    steps:
      - uses: actions/checkout@v4

      - name: Configure CMake
        # Configure CMake in a 'build' subdirectory. `CMAKE_BUILD_TYPE` is only required if you are using a single-configuration generator such as make.
        # See https://cmake.org/cmake/help/latest/variable/CMAKE_BUILD_TYPE.html?highlight=cmake_build_type
        run: >
          cmake -B ${{ github.workspace }}/codes/cpp/build
          -DCMAKE_CXX_COMPILER=${{ matrix.cpp_compiler }}
          -DCMAKE_C_COMPILER=${{ matrix.c_compiler }}
          -DCMAKE_BUILD_TYPE=${{ matrix.build_type }}
          -S ${{ github.workspace }}/codes/cpp

      - name: Build
        # Build your program with the given configuration. Note that --config is needed because the default Windows generator is a multi-config generator (Visual Studio generator).
        run: cmake --build ${{ github.workspace }}/codes/cpp/build --config ${{ matrix.build_type }}

      - name: Test
        working-directory: ${{ github.workspace }}/codes/cpp/build
        # Execute tests defined by the CMake configuration. Note that --build-config is needed because the default Windows generator is a multi-config generator (Visual Studio generator).
        # See https://cmake.org/cmake/help/latest/manual/ctest.1.html for more detail
        run: ctest --build-config ${{ matrix.build_type }}

---
# This workflow will install Dart SDK, run format, analyze and build with Dart

name: Dart

on:
  push:
    branches: [""main""]
    paths: [""codes/dart/**/*.dart""]
  pull_request:
    branches: [""main""]
    paths: [""codes/dart/**/*.dart""]
  workflow_dispatch:

permissions:
  contents: read

jobs:
  build:
    name: Dart ${{ matrix.dart-sdk }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
        dart-sdk: [stable]
    steps:
      - uses: actions/checkout@v4
      - name: Set up Dart ${{ matrix.dart-sdk }}
        uses: dart-lang/setup-dart@v1
        with:
          sdk: ${{ matrix.dart-sdk}}
      - name: Run format
        run: dart format codes/dart
      - name: Run analyze
        run: dart analyze codes/dart
      - name: Run build
        run: dart codes/dart/build.dart

---
# This workflow will build a .NET project
# For more information see: https://docs.github.com/en/actions/automating-builds-and-tests/building-and-testing-net

name: .NET

on:
  push:
    branches: [ ""main"" ]
    paths: [""codes/csharp/**/*.cs""]
  pull_request:
    branches: [ ""main"" ]
    paths: [""codes/csharp/**/*.cs""]
  workflow_dispatch:

jobs:
  build:
    name: .NET ${{ matrix.dotnet-version }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    defaults:
      run:
        working-directory: codes/csharp/
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
        dotnet-version: [""8.0.x""]

    steps:
    - uses: actions/checkout@v4

    - name: Setup .NET ${{ matrix.dotnet-version }}
      uses: actions/setup-dotnet@v3
      with:
        dotnet-version: ${{ matrix.dotnet-version }}
    - name: Restore dependencies
      run: dotnet restore hello-algo.csproj
    - name: Build
      run: dotnet build --no-restore hello-algo.csproj
    - name: Test with dotnet
      run: dotnet test hello-algo.csproj

---
name: Go

on:
  push:
    branches: [ ""main"" ]
    paths: [""codes/go/**/*.go""]
  pull_request:
    branches: [ ""main"" ]
    paths: [""codes/go/**/*.go""]
  workflow_dispatch:

jobs:
  build:
    name: Go ${{ matrix.go-version }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    defaults:
      run:
        working-directory: codes/go/
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
        go-version: [""1.19.x""]

    steps:
    - uses: actions/checkout@v4

    - name: Setup Go ${{ matrix.go-version }}
      uses: actions/setup-go@v3
      with:
        go-version: ${{ matrix.go-version }}
    - name: Check out code into the Go module directory
      run: go get -v -t -d ./...
    - name: Build
      run: go build -v ./...
    - name: Test with Go
      run: go test -v ./...

---
# # This workflow will install OpenJDK and build the Java project
# For more information see: https://github.com/actions/setup-java

name: Java

on:
  push:
    branches: [ ""main"" ]
    paths: [""codes/java/**/*.java""]
  pull_request:
    branches: [ ""main"" ]
    paths: [""codes/java/**/*.java""]
  workflow_dispatch:

jobs:
  build:
    runs-on: ubuntu-20.04
    strategy:
      matrix:
        java: [ '11', '17' ]
    name: Java ${{ matrix.Java }} sample
    steps:
      - uses: actions/checkout@v4
      - name: Setup java
        uses: actions/setup-java@v3
        with:
          distribution: 'temurin'
          java-version: ${{ matrix.java }}
      - run: javac -d codes/java/build codes/java/**/*.java

---
name: JavaScript

on:
  push:
    branches: ['main']
    paths: ['codes/javascript/**/*.js']
  pull_request:
    branches: ['main']
    paths: ['codes/javascript/**/*.js']
  workflow_dispatch:

jobs:
  build:
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
    steps:
      - uses: actions/checkout@v4
      - uses: actions/setup-node@v4
        with:
          node-version: 20.x
      - uses: denoland/setup-deno@v1
        with:
          deno-version: v1.x
      - name: Run JavaScript Code
        run: deno run -A codes/javascript/test_all.js

---
name: Kotlin

on:
  push:
    branches: [ ""main"" ]
    paths: [""codes/kotlin/**/*.kt""]
  pull_request:
    branches: [ ""main"" ]
    paths: [""codes/kotlin/**/*.kt""]
  workflow_dispatch:

jobs:
  build:
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ ubuntu-latest, macos-latest ]

    name: Kotlin on ${{ matrix.os }}
    steps:
      - uses: actions/checkout@v4.1.2

      - name: Build JAR
        run: kotlinc codes/kotlin/**/*.kt -include-runtime -d codes/kotlin/build/test.jar

---
# This workflow will install Python dependencies, run tests and lint with Python
# For more information see: https://docs.github.com/en/actions/automating-builds-and-tests/building-and-testing-python

name: Python

on:
  push:
    branches: [""main""]
    paths: [""codes/python/**/*.py""]
  pull_request:
    branches: [""main""]
    paths: [""codes/python/**/*.py""]
  workflow_dispatch:

permissions:
  contents: read

jobs:
  build:
    name: Python ${{ matrix.python-version }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
        python-version: [""3.10"", ""3.11""]
    steps:
      - uses: actions/checkout@v4
      - name: Set up Python ${{ matrix.python-version }}
        uses: actions/setup-python@v4
        with:
          python-version: ${{ matrix.python-version }}
      - name: Install dependencies
        run: |
          python -m pip install --upgrade pip
          pip install black
      - name: Lint with black
        run: |
          black codes/python
      - name: Test python code
        run: |
          python codes/python/test_all.py

---
# This workflow uses actions that are not certified by GitHub.
# They are provided by a third-party and are governed by separate terms of service, privacy policy, and support documentation.
# This workflow will download a prebuilt Ruby version, install dependencies and run tests with Rake。
# For more information see: https://github.com/marketplace/actions/setup-ruby-jruby-and-truffleruby

name: Ruby

on:
  push:
    branches: [ ""main"" ]
    paths: [""codes/ruby/**/*.rb""]
  pull_request:
    branches: [ ""main"" ]
    paths: [""codes/ruby/**/*.rb""]
  workflow_dispatch:

permissions:
  contents: read

jobs:
  test:

    name: Ruby ${{ matrix.ruby-version }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
        ruby-version: ['3.3']

    steps:
    - uses: actions/checkout@v4
    - name: Set up Ruby
      uses: ruby/setup-ruby@v1
      with:
        ruby-version: ${{ matrix.ruby-version }}
    - name: Run tests
      run: ruby codes/ruby/test_all.rb

---
name: Rust

on:
  push:
    branches: [""main""]
    paths: [""codes/rust/**/*.rs"", ""codes/rust/Cargo.toml""]
  pull_request:
    branches: [""main""]
    paths: [""codes/rust/**/*.rs"", ""codes/rust/Cargo.toml""]

jobs:
  build:
    runs-on: ${{ matrix.os }}

    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]

    steps:
      - uses: brndnmtthws/rust-action-rustup@v1
        with:
            toolchain: nightly
      
      - uses: actions/checkout@v4
      
      - name: Build
        run: cargo build --manifest-path=codes/rust/Cargo.toml && cargo build --manifest-path=codes/rust/Cargo.toml --release

---
# This workflow will build a Swift project
# For more information see: https://docs.github.com/en/actions/automating-builds-and-tests/building-and-testing-swift

name: Swift

on:
  push:
    branches: [""main""]
    paths: [""codes/swift/**/*.swift""]
  pull_request:
    branches: [""main""]
    paths: [""codes/swift/**/*.swift""]
  workflow_dispatch:

jobs:
  build:
    name: Swift ${{ matrix.swift }} on ${{ matrix.os }}
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest]
        swift: [""5.10"", ""5.9"", ""5.8""]
    steps:
      - uses: swift-actions/setup-swift@v2
        with:
          swift-version: ${{ matrix.swift }}
      - uses: actions/checkout@v4
      - name: Build
        run: swift build --package-path codes/swift

---
name: TypeScript

on:
  push:
    branches: ['main']
    paths: ['codes/typescript/**/*.ts']
  pull_request:
    branches: ['main']
    paths: ['codes/typescript/**/*.ts']
  workflow_dispatch:

jobs:
  build:
    runs-on: ${{ matrix.os }}
    strategy:
      matrix:
        os: [ubuntu-latest, macos-latest, windows-latest]
    steps:
      - uses: actions/checkout@v4
      - uses: actions/setup-node@v4
        with:
          node-version: 20.x
      - name: Install dependencies
        run: cd codes/typescript && npm install
      - name: Check TypeScript code
        run: cd codes/typescript && npm run check

---
"
